section	source_file	kind	background	n	k_extremes	scenario	target_corr	selected_magnitude	alpha	repetitions	n_perm	reject_count	rejection_rate	wilson_low	wilson_high	mean_norm	mean_corr	mean_p	p05	p50	p95	mean_index_overlap
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l2	t3	160	2	matched	0.35	8.0	0.05	300	499	286	0.9533	0.9232	0.972	0.8916	0.3546	0.0126	0.002	0.004	0.0422	2.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l2	t3	160	2	independent_null	0.35	8.0	0.05	300	499	14	0.0467	0.028	0.0768	0.8316	-0.0027	0.5143	0.052	0.509	0.9501	0.0433
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l2	t3	160	3	matched	0.35	7.0	0.05	300	499	282	0.94	0.9072	0.9617	0.9002	0.3783	0.0103	0.002	0.002	0.0541	3.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l2	t3	160	3	independent_null	0.35	7.0	0.05	300	499	11	0.0367	0.0206	0.0645	0.8367	0.0036	0.4804	0.0714	0.474	0.9302	0.0633
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l2	lognormal	20	1	matched	0.35	2.5	0.05	300	499	46	0.1533	0.117	0.1985	0.9332	0.283	0.1528	0.01	0.149	0.32	1.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l2	lognormal	20	1	independent_null	0.35	2.5	0.05	300	499	15	0.05	0.0305	0.0808	0.9038	-0.0173	0.5275	0.0499	0.539	0.98	0.0633
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l2	lognormal	20	2	matched	0.35	2.5	0.05	300	499	138	0.46	0.4045	0.5165	0.957	0.4179	0.0788	0.002	0.057	0.224	2.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l2	lognormal	20	2	independent_null	0.35	2.5	0.05	300	499	11	0.0367	0.0206	0.0645	0.9248	0.0096	0.4858	0.0696	0.485	0.9161	0.2067
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l2	lognormal	20	3	matched	0.35	2.0	0.05	300	499	56	0.1867	0.1466	0.2346	0.9565	0.246	0.2118	0.004	0.178	0.5722	3.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l2	lognormal	20	3	independent_null	0.35	2.0	0.05	300	499	12	0.04	0.023	0.0686	0.943	-0.0061	0.5061	0.0599	0.507	0.9722	0.45
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l2	lognormal	40	1	matched	0.35	3.5	0.05	300	499	117	0.39	0.3365	0.4463	0.9135	0.3355	0.0664	0.008	0.064	0.136	1.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l2	lognormal	40	1	independent_null	0.35	3.5	0.05	300	499	17	0.0567	0.0357	0.0889	0.8723	0.0054	0.5035	0.0477	0.507	0.96	0.0367
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l2	lognormal	40	2	matched	0.35	3.0	0.05	300	499	203	0.6767	0.6218	0.7271	0.9312	0.383	0.0398	0.002	0.032	0.1101	2.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l2	lognormal	40	2	independent_null	0.35	3.0	0.05	300	499	15	0.05	0.0305	0.0808	0.8852	0.0002	0.501	0.0535	0.49	0.9561	0.0967
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l2	lognormal	40	3	matched	0.35	2.5	0.05	300	499	137	0.4567	0.4012	0.5132	0.9349	0.3223	0.0657	0.002	0.057	0.162	3.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l2	lognormal	40	3	independent_null	0.35	2.5	0.05	300	499	19	0.0633	0.0409	0.0968	0.9046	0.0233	0.4625	0.0417	0.464	0.9441	0.2833
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l2	lognormal	80	1	matched	0.35	5.0	0.05	300	499	276	0.92	0.8837	0.9457	0.9022	0.3861	0.0219	0.002	0.018	0.052	1.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l2	lognormal	80	1	independent_null	0.35	5.0	0.05	300	499	16	0.0533	0.0331	0.0849	0.8398	0.0148	0.4626	0.0459	0.447	0.94	0.0233
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l2	lognormal	80	2	matched	0.35	3.5	0.05	300	499	236	0.7867	0.7368	0.8292	0.9043	0.3185	0.0281	0.002	0.022	0.07	2.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l2	lognormal	80	2	independent_null	0.35	3.5	0.05	300	499	13	0.0433	0.0255	0.0727	0.8568	-0.003	0.5141	0.0639	0.529	0.9621	0.0567
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l2	lognormal	80	3	matched	0.35	3.5	0.05	300	499	299	0.9967	0.9814	0.9994	0.9195	0.4051	0.0106	0.002	0.006	0.036	3.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l2	lognormal	80	3	independent_null	0.35	3.5	0.05	300	499	16	0.0533	0.0331	0.0849	0.8615	-0.0031	0.508	0.0479	0.505	0.9461	0.0933
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l2	lognormal	160	1	matched	0.35	6.0	0.05	300	499	299	0.9967	0.9814	0.9994	0.8766	0.3031	0.0154	0.002	0.014	0.032	1.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l2	lognormal	160	1	independent_null	0.35	6.0	0.05	300	499	21	0.07	0.0462	0.1046	0.8226	0.0084	0.4816	0.0319	0.476	0.946	0.01
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l2	lognormal	160	2	matched	0.35	5.0	0.05	300	499	300	1.0	0.9874	1.0	0.8897	0.3611	0.0072	0.002	0.004	0.0221	2.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l2	lognormal	160	2	independent_null	0.35	5.0	0.05	300	499	9	0.03	0.0159	0.056	0.825	-0.005	0.5165	0.0599	0.524	0.9401	0.0233
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l2	lognormal	160	3	matched	0.35	4.5	0.05	300	499	300	1.0	0.9874	1.0	0.9003	0.3948	0.0038	0.002	0.002	0.012	3.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l2	lognormal	160	3	independent_null	0.35	4.5	0.05	300	499	11	0.0367	0.0206	0.0645	0.8344	0.0024	0.4831	0.0579	0.486	0.9208	0.06
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	normal	20	1	matched	0.35	2.5	0.05	300	499	114	0.38	0.3269	0.4361	0.9307	0.3787	0.1149	0.006	0.074	0.356	1.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	normal	20	1	independent_null	0.35	2.5	0.05	300	499	16	0.0533	0.0331	0.0849	0.8844	-0.0025	0.5072	0.0477	0.483	0.964	0.0633
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	normal	20	2	matched	0.35	2.5	0.05	300	499	176	0.5867	0.5302	0.641	0.9457	0.4465	0.0753	0.002	0.038	0.2821	2.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	normal	20	2	independent_null	0.35	2.5	0.05	300	499	13	0.0433	0.0255	0.0727	0.8947	0.0128	0.4843	0.0579	0.481	0.9143	0.2067
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	normal	20	3	matched	0.35	2.5	0.05	300	499	183	0.61	0.5537	0.6635	0.9542	0.4605	0.0671	0.002	0.028	0.2489	3.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	normal	20	3	independent_null	0.35	2.5	0.05	300	499	12	0.04	0.023	0.0686	0.9096	-0.0214	0.5232	0.0619	0.517	0.9641	0.45
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	normal	40	1	matched	0.35	3.0	0.05	300	499	198	0.66	0.6047	0.7113	0.918	0.3572	0.0547	0.004	0.032	0.1902	1.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	normal	40	1	independent_null	0.35	3.0	0.05	300	499	16	0.0533	0.0331	0.0849	0.8686	-0.0056	0.5231	0.0458	0.563	0.954	0.0367
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	normal	40	2	matched	0.35	2.5	0.05	300	499	206	0.6867	0.6321	0.7365	0.9278	0.3584	0.0526	0.002	0.02	0.2147	2.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	normal	40	2	independent_null	0.35	2.5	0.05	300	499	13	0.0433	0.0255	0.0727	0.8842	0.002	0.494	0.0599	0.477	0.9487	0.0967
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	normal	40	3	matched	0.35	2.5	0.05	300	499	240	0.8	0.7511	0.8413	0.9356	0.4048	0.0317	0.002	0.012	0.1245	3.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	normal	40	3	independent_null	0.35	2.5	0.05	300	499	19	0.0633	0.0409	0.0968	0.8908	0.0233	0.464	0.0419	0.456	0.9263	0.2833
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	normal	80	1	matched	0.35	3.5	0.05	300	499	256	0.8533	0.8088	0.8889	0.9073	0.3028	0.0271	0.002	0.018	0.0881	1.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	normal	80	1	independent_null	0.35	3.5	0.05	300	499	18	0.06	0.0383	0.0928	0.8674	0.0108	0.4759	0.04	0.453	0.946	0.0233
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	normal	80	2	matched	0.35	3.0	0.05	300	499	285	0.95	0.9192	0.9695	0.9164	0.3502	0.0126	0.002	0.006	0.0481	2.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	normal	80	2	independent_null	0.35	3.0	0.05	300	499	14	0.0467	0.028	0.0768	0.8691	-0.0011	0.5029	0.0559	0.49	0.9425	0.0567
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	normal	80	3	matched	0.35	2.5	0.05	300	499	253	0.8433	0.7979	0.8801	0.9178	0.2969	0.0289	0.002	0.01	0.097	3.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	normal	80	3	independent_null	0.35	2.5	0.05	300	499	12	0.04	0.023	0.0686	0.8833	-0.0027	0.5099	0.0599	0.505	0.936	0.0933
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	normal	160	1	matched	0.35	5.0	0.05	300	499	300	1.0	0.9874	1.0	0.9037	0.3644	0.0057	0.002	0.006	0.0121	1.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	normal	160	1	independent_null	0.35	5.0	0.05	300	499	15	0.05	0.0305	0.0808	0.8494	0.0065	0.4799	0.0518	0.487	0.944	0.01
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	normal	160	2	matched	0.35	4.0	0.05	300	499	300	1.0	0.9874	1.0	0.9091	0.3897	0.0023	0.002	0.002	0.004	2.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	normal	160	2	independent_null	0.35	4.0	0.05	300	499	14	0.0467	0.028	0.0768	0.8498	0.0007	0.4995	0.05	0.488	0.9541	0.0233
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	normal	160	3	matched	0.35	3.5	0.05	300	499	300	1.0	0.9874	1.0	0.912	0.3849	0.0023	0.002	0.002	0.004	3.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	normal	160	3	independent_null	0.35	3.5	0.05	300	499	13	0.0433	0.0255	0.0727	0.8576	0.0	0.5013	0.0595	0.485	0.9521	0.06
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	t3	20	1	matched	0.35	4.0	0.05	300	499	88	0.2933	0.2447	0.3472	0.8807	0.3509	0.1358	0.008	0.096	0.3896	1.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	t3	20	1	independent_null	0.35	4.0	0.05	300	499	9	0.03	0.0159	0.056	0.8172	0.0085	0.4793	0.0719	0.471	0.9442	0.0233
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	t3	20	2	matched	0.35	3.5	0.05	300	499	112	0.3733	0.3205	0.4293	0.899	0.3365	0.1597	0.002	0.085	0.525	2.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	t3	20	2	independent_null	0.35	3.5	0.05	300	499	11	0.0367	0.0206	0.0645	0.8509	-0.0012	0.4963	0.0759	0.491	0.9366	0.2
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	t3	20	3	matched	0.35	3.5	0.05	300	499	120	0.4	0.3462	0.4564	0.9176	0.3334	0.1647	0.002	0.098	0.5372	3.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	t3	20	3	independent_null	0.35	3.5	0.05	300	499	19	0.0633	0.0409	0.0968	0.8763	-0.0056	0.5111	0.032	0.515	0.962	0.42
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	t3	40	1	matched	0.35	5.5	0.05	300	499	154	0.5133	0.457	0.5694	0.8402	0.3436	0.0787	0.004	0.048	0.2465	1.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	t3	40	1	independent_null	0.35	5.5	0.05	300	499	14	0.0467	0.028	0.0768	0.7526	-0.0045	0.5045	0.0538	0.486	0.9561	0.02
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	t3	40	2	matched	0.35	4.5	0.05	300	499	177	0.59	0.5335	0.6442	0.8623	0.3609	0.0714	0.002	0.033	0.2726	2.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	t3	40	2	independent_null	0.35	4.5	0.05	300	499	16	0.0533	0.0331	0.0849	0.7855	-0.0082	0.5221	0.0419	0.527	0.952	0.0967
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	t3	40	3	matched	0.35	4.0	0.05	300	499	172	0.5733	0.5168	0.628	0.8786	0.3434	0.0787	0.002	0.03	0.2743	3.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	t3	40	3	independent_null	0.35	4.0	0.05	300	499	13	0.0433	0.0255	0.0727	0.8117	-0.0084	0.5182	0.0559	0.538	0.9581	0.2333
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	t3	80	1	matched	0.35	8.0	0.05	300	499	254	0.8467	0.8015	0.883	0.8212	0.3798	0.0268	0.002	0.016	0.0883	1.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	t3	80	1	independent_null	0.35	8.0	0.05	300	499	8	0.0267	0.0136	0.0517	0.706	-0.0108	0.518	0.086	0.501	0.9543	0.0133
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	t3	80	2	matched	0.35	6.0	0.05	300	499	238	0.7933	0.7439	0.8353	0.8257	0.3463	0.0299	0.002	0.01	0.1242	2.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	t3	80	2	independent_null	0.35	6.0	0.05	300	499	18	0.06	0.0383	0.0928	0.7423	0.0096	0.4767	0.0438	0.471	0.9342	0.0633
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	t3	80	3	matched	0.35	5.5	0.05	300	499	262	0.8733	0.8309	0.9063	0.8459	0.3817	0.0231	0.002	0.006	0.1044	3.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	t3	80	3	independent_null	0.35	5.5	0.05	300	499	11	0.0367	0.0206	0.0645	0.7492	-0.0024	0.5059	0.0599	0.513	0.9322	0.0833
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	t3	160	1	matched	0.35	8.0	0.05	300	499	227	0.7567	0.7051	0.8018	0.7778	0.2207	0.0401	0.002	0.02	0.1324	1.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	t3	160	1	independent_null	0.35	8.0	0.05	300	499	18	0.06	0.0383	0.0928	0.7214	-0.0001	0.5111	0.0359	0.556	0.9184	0.0067
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	t3	160	2	matched	0.35	8.0	0.05	300	499	287	0.9567	0.9273	0.9745	0.8011	0.3425	0.0121	0.002	0.004	0.0441	2.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	t3	160	2	independent_null	0.35	8.0	0.05	300	499	14	0.0467	0.028	0.0768	0.7016	-0.0034	0.5181	0.0539	0.521	0.9424	0.0433
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	t3	160	3	matched	0.35	7.0	0.05	300	499	287	0.9567	0.9273	0.9745	0.817	0.3679	0.0095	0.002	0.002	0.046	3.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	t3	160	3	independent_null	0.35	7.0	0.05	300	499	13	0.0433	0.0255	0.0727	0.709	0.0046	0.4782	0.0618	0.473	0.9182	0.0633
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	lognormal	20	1	matched	0.35	2.5	0.05	300	499	54	0.18	0.1407	0.2274	0.8728	0.2977	0.1459	0.0139	0.147	0.2821	1.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	lognormal	20	1	independent_null	0.35	2.5	0.05	300	499	10	0.0333	0.0182	0.0603	0.8156	-0.0193	0.5246	0.0777	0.536	0.9741	0.0633
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	lognormal	20	2	matched	0.35	2.0	0.05	300	499	57	0.19	0.1496	0.2382	0.9068	0.2695	0.1734	0.004	0.168	0.3642	2.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	lognormal	20	2	independent_null	0.35	2.0	0.05	300	499	7	0.0233	0.0113	0.0474	0.8738	0.0071	0.4839	0.0619	0.468	0.9341	0.2067
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	lognormal	20	3	matched	0.35	2.0	0.05	300	499	68	0.2267	0.1829	0.2773	0.9305	0.2955	0.1648	0.002	0.142	0.4181	3.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	lognormal	20	3	independent_null	0.35	2.0	0.05	300	499	12	0.04	0.023	0.0686	0.9067	0.0029	0.4912	0.0617	0.465	0.9581	0.45
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	lognormal	40	1	matched	0.35	3.5	0.05	300	499	112	0.3733	0.3205	0.4293	0.8233	0.3288	0.0684	0.006	0.066	0.1381	1.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	lognormal	40	1	independent_null	0.35	3.5	0.05	300	499	17	0.0567	0.0357	0.0889	0.7469	0.0061	0.4992	0.0459	0.5	0.9442	0.0367
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	lognormal	40	2	matched	0.35	3.0	0.05	300	499	211	0.7033	0.6493	0.7522	0.8635	0.3849	0.0371	0.002	0.03	0.0921	2.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	lognormal	40	2	independent_null	0.35	3.0	0.05	300	499	14	0.0467	0.028	0.0768	0.7717	-0.0	0.4967	0.056	0.493	0.9461	0.0967
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	lognormal	40	3	matched	0.35	2.5	0.05	300	499	146	0.4867	0.4306	0.543	0.8765	0.3421	0.0534	0.002	0.051	0.1182	3.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	lognormal	40	3	independent_null	0.35	2.5	0.05	300	499	20	0.0667	0.0436	0.1007	0.8145	0.0247	0.461	0.0378	0.452	0.924	0.2833
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	lognormal	80	1	matched	0.35	5.0	0.05	300	499	266	0.8867	0.8458	0.9178	0.7924	0.3566	0.0244	0.002	0.02	0.058	1.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	lognormal	80	1	independent_null	0.35	5.0	0.05	300	499	17	0.0567	0.0357	0.0889	0.6768	0.0142	0.4657	0.048	0.473	0.9145	0.0233
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	lognormal	80	2	matched	0.35	4.0	0.05	300	499	296	0.9867	0.9662	0.9948	0.817	0.3876	0.0126	0.002	0.008	0.036	2.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	lognormal	80	2	independent_null	0.35	4.0	0.05	300	499	12	0.04	0.023	0.0686	0.6964	-0.0004	0.5067	0.0617	0.5	0.9541	0.0567
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	lognormal	80	3	matched	0.35	3.5	0.05	300	499	299	0.9967	0.9814	0.9994	0.834	0.4009	0.0092	0.002	0.006	0.03	3.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	lognormal	80	3	independent_null	0.35	3.5	0.05	300	499	14	0.0467	0.028	0.0768	0.7195	-0.0042	0.5111	0.052	0.52	0.944	0.0933
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	lognormal	160	1	matched	0.35	7.0	0.05	300	499	300	1.0	0.9874	1.0	0.7572	0.3535	0.0099	0.002	0.008	0.022	1.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	lognormal	160	1	independent_null	0.35	7.0	0.05	300	499	23	0.0767	0.0516	0.1124	0.6253	0.0091	0.4816	0.0338	0.48	0.9521	0.01
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	lognormal	160	2	matched	0.35	5.0	0.05	300	499	300	1.0	0.9874	1.0	0.7676	0.3369	0.0065	0.002	0.004	0.02	2.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	lognormal	160	2	independent_null	0.35	5.0	0.05	300	499	12	0.04	0.023	0.0686	0.6487	-0.0042	0.5133	0.0559	0.523	0.948	0.0233
sample_size_matched_power	sample_size_sensitivity_20260716.tsv	l1	lognormal	160	3	matched	0.35	4.5	0.05	300	499	300	1.0	0.9874	1.0	0.7897	0.3717	0.0037	0.002	0.002	0.01	3.0
sample_size_independent_null	sample_size_sensitivity_20260716.tsv	l1	lognormal	160	3	independent_null	0.35	4.5	0.05	300	499	13	0.0433	0.0255	0.0727	0.6648	0.0026	0.4845	0.052	0.458	0.9461	0.06
